sentence,intensity_level,intensity_level_normalized,intensity_category,clean_sentence
মাগির ভুদায় অনেক চুরকানি কুত্তা দিয়ে চুদতে হবে  	Gender abusive,5,4,Violence,মাগির ভুদায় অনেক চুরকানি কুত্তা দিয়ে চুদতে হবে Gender abusive
হায়রে দুধরে যদি একটিবার টিপ দিতে পারতাম,5,4,Violence,হায়রে দুধরে যদি একটিবার টিপ দিতে পারতাম
নাম মাগিরে হাতি দিয়া গুয়া মার,5,4,Violence,নাম মাগিরে হাতি দিয়া গুয়া মার
শেখ হাসিনার উচিত শফিউল্লাহর বিচার করা।,2,1,Negative Action,শেখ হাসিনার উচিত শফিউল্লাহর বিচার করা।
হোনমারা মারি না করে নিজ দায়িত্বে বসে পড়েন,1,0,Disagreement,হোনমারা মারি না করে নিজ দায়িত্বে বসে পড়েন
সালা ছাগলের তিন নম্বর বাচ্চা,4,3,Dehumanizing,সালা ছাগলের তিন নম্বর বাচ্চা
ফকিন্নি মাগির পুলারে পাছা দিয়া এসিড ঢুকাইয়া দেয়া উচিত 😡😡😡😠😡😠😡😠😡,5,4,Violence,ফকিন্নি মাগির পুলারে পাছা দিয়া এসিড ঢুকাইয়া দেয়া উচিত
কুত্তার বাচ্চারে ধইরা মাইরালা বাচ্চা সত্য কথা বলতো এই জন্য এই অবস্থা না হুজুর সাহেব সত্যি কথা বলছি,6,5,Death,কুত্তার বাচ্চারে ধইরা মাইরালা বাচ্চা সত্য কথা বলতো এই জন্য এই অবস্থা না হুজুর সাহেব সত্যি কথা বলছি
আরে মিয়া ভাই মুখটা অন্তত সাবান বা ফেস ওয়াশ দিয়ে ধুয়ে আস।,1,0,Disagreement,আরে মিয়া ভাই মুখটা অন্তত সাবান বা ফেস ওয়াশ দিয়ে ধুয়ে আস।
বালের নায়ক মুরগির বাচ্চার মত ভয়েসহালা আবাল,4,3,Dehumanizing,বালের নায়ক মুরগির বাচ্চার মত ভয়েসহালা আবাল
