sentence,intensity_level,intensity_level_normalized,intensity_category
বিশ্বের অষ্টম জনবসতির দেশ হয়েও বাংলাদেশ নিজে একটা আলপিনও বানাতে পারেনা এরা পণ্য ভারত থেকে আমদানি করে। এছাড়া ভারতের টিভি চ্যানেল বাংলা হিন্দি গান ও সিনেমা ওখানে সবথেকে বেশী চলে।আমাদের ভারত,1,0,Disagreement
"অল্প বয়সে পাকিলে বাল, রোদ্দুর রয় এর দূঃখ চিরকাল",1,0,Disagreement
তাতে আমার বাল ছেরা গেছে,1,0,Disagreement
ভিডিও করা উচিৎ হয়নি আপনার ওদের পেটে লাথি মারছেন কেন,1,0,Disagreement
ভালগার প্রশ্ন বাদ দিয়া ভালো কন্টেন্ট বানাতে চেষ্টা কর  	Personal,1,0,Disagreement
ব্রা তোমার অইডায় কি ঠান্ডা লাগে নাহ,1,0,Disagreement
ছ্যাছরা ব্যাটা কোথাকার ডায়লগ টা সবসমই অস্থির লাগে শুনতে,1,0,Disagreement
ভারত পাকিস্তান কি করলো সেটা নিয়ে বাঙালী দের ঘুম হারাম হচ্ছে    এদিকে নিজেদের সিমান্তে রোহিঙ্গা এসে ফিরে যাচ্ছে সেদিকে নজর নেই  	Geopolitical,1,0,Disagreement
সে কি আসলেই মুসলিম নাকি ইহুদী,1,0,Disagreement
পাগল হইচে বিচারক,1,0,Disagreement
এত ছেগাই কেউ হাঁটে,1,0,Disagreement
বাংলাদেশই হয়ত এক মাত্র দেশ পৃথিবীতে যেখানে গণতন্ত্রের নামে পরিবারতন্ত্রের রাজত্বে পরিণত হয়েছে এবং সম্ভবত দেশের মানুষও সেটাকে গ্রহন করে নিয়েছে  অনেকটা যেন প্রতিষ্ঠানিক রূপ দিয়ে দিয়েছে  কেননা দেশে যে বৃহত্তর দুটি দল দেশের রাজনীতি পরিচালনা করে তার একটি চলে স্বাধীনতার স্থপতি বঙ্গবন্ধু শেখ মুজিবুর রহমানের মেয়ে শেখ হাছিনার নেতৃত্বে এবং অন্যটি চলে স্বাধীনতার ঘোষক জেনারেল জিয়ার স্ত্রী বেগম খালেদা জিয়ার নেতৃত্বে  বাংলাদেশের রাজনিতীতে এরাই হচ্ছেন প্রধান ফ্যক্টর  দেখা যাচ্ছে ভবিষ্যতে এ ধারাই চলতে থাকবে  	Personal,1,0,Disagreement
এই সকল সাংবাদিকদের জন্য আজ মানুষ সংবাদ পড়ার ইচ্ছে হারায় ফেলছে।,1,0,Disagreement
স্বতঃসাহস না থাকলে সাংবাদিক হবার কি দরকার কাজ কামের কি অভাব আছে নাকি দেশে  সাদা কে সাদা  কালো কে কালো বলুন কেউ  ছেড়ে যাবে না বরং আগলে রাখবে,1,0,Disagreement
বাহঃকী সুন্দর কথা চীনের সাথে বাংলাদেশের সম্পর্ক গড়ে উঠায় ভারতের মন্ত্রীর সফর বাংলাদেশকে নিয়ে এত রাজনীতি কেন 	Geopolitical,1,0,Disagreement
ভাই নার্ভাস ফিল করলে টানেন সব নার্ভাস সার্কাসে পরিণত হবে,1,0,Disagreement
তোমার বালের মুভি আমার দেকার সময় নাই,1,0,Disagreement
বর্ষবরণের নামে বস্ত্রহরণ আমাদের সংস্কৃতি নয়,1,0,Disagreement
